alfalfa_id	clover_id	log2foldchange	alfalfa_GO	clover_GO	alfalfa_functional_prediction	clover_functional_prediction
Cluster-2.40712	Cluster-3554.24907	-4.28128222015182	None	GO:0004674, GO:0004712, GO:0005524, GO:0006468	None	Late_nodulin_protein
Cluster-2.18504	Cluster-3554.18700	-11.8784920856179	GO:0005887, GO:0005351, GO:0005355, GO:0032440, GO:0015992, GO:0046323, GO:0055114, GO:1904659	GO:0003700, GO:0016740, GO:0043565, GO:0006355	Late_nodulin_protein	Late_nodulin_protein
Cluster-2.40089	Cluster-3554.19242	3.9948140141065	None	None	Protein of unknown function (DUF674)	Protein of unknown function (DUF674)
Cluster-8388.0	Cluster-3554.31613	-5.8680268370455	None	None	None	Reverse_transcriptase-like
Cluster-2.36146	Cluster-3554.30874	-5.17764406309625	None	GO:0003677, GO:0046983	None	Putative transcription factor bHLH family
Cluster-2.46586	Cluster-13390.0	2.74320920814226	GO:0000166, GO:0003676	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009579,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0031425,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901259,GO:1901360,GO:1901363	Putative nucleotide-binding alpha-beta plait domain-containing protein	33 kDa ribonucleoprotein
Cluster-2.2925	Cluster-3554.35265	-3.21543580933825	GO:0016021	GO:0016021	Putative cupredoxin	Putative cupredoxin
Cluster-2.55124	Cluster-3554.28978	3.96526966529628	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005911,GO:0006810,GO:0006869,GO:0008150,GO:0009506,GO:0010876,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0030054,GO:0033036,GO:0042623,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044424,GO:0044464,GO:0051179,GO:0051234,GO:0055044,GO:0055085,GO:0071702,GO:0071944	None	ABC transporter A family member	None
Cluster-2.53271	Cluster-3554.42535	2.82307106698922	GO:0000325, GO:0005774, GO:0016021, GO:0005524, GO:0008281, GO:0042626, GO:0009651, GO:0030007, GO:0055085, GO:1901527	GO:0000325,GO:0001101,GO:0003674,GO:0003824,GO:0004888,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006873,GO:0006875,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0008150,GO:0008281,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009987,GO:0010033,GO:0010118,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019725,GO:0022804,GO:0022857,GO:0023052,GO:0030003,GO:0030004,GO:0030007,GO:0031090,GO:0032870,GO:0033993,GO:0038023,GO:0042221,GO:0042592,GO:0042623,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055065,GO:0055067,GO:0055075,GO:0055080,GO:0055082,GO:0055085,GO:0060089,GO:0065007,GO:0065008,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0097305,GO:0097306,GO:0098588,GO:0098771,GO:0098805,GO:1901527,GO:1901700,GO:1901701	Putative xenobiotic-transporting ATPase	ABC transporter C family member
Cluster-2.26606	Cluster-6990.0	4.20864529737225	None	None	Putative tetratricopeptide-like helical domain-containing protein	Putative tetratricopeptide-like helical domain-containing protein
Cluster-781.0	Cluster-3554.33666	-3.94222364749261	GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005871,GO:0005875,GO:0006928,GO:0007017,GO:0007018,GO:0008150,GO:0008574,GO:0009987,GO:0015630,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032991,GO:0042623,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:1990939	GO:0005871, GO:0005524, GO:0008017, GO:0008574, GO:0007018	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	Putative plus-end-directed kinesin ATPase
Cluster-2.54293	Cluster-3554.41653	-2.99386904686847	GO:0016021	GO:0016021	hypothetical protein	hypothetical protein
Cluster-2.9429	Cluster-3554.32174	-3.90308512487275	None	None	TMV resistance protein N-like	TMV resistance protein N-like
Cluster-8223.0	Cluster-3554.39165	-3.18551021630486	GO:0016787, GO:0043531, GO:0006952	GO:0016787, GO:0043531, GO:0006952	Putative P-loop containing nucleoside triphosphate hydrolase, leucine-rich repeat domain, L	Putative P-loop containing nucleoside triphosphate hydrolase, leucine-rich repeat domain, L
Cluster-2.36362	Cluster-3554.19610	3.50658392978459	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:0140096,GO:1901564	None	Replication_factor-A_C_terminal_domain	Replication_factor-A_C_terminal_domain
Cluster-2.39340	Cluster-3554.44509	3.89320473038906	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0023052,GO:0035556,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0140096,GO:1901564	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0023052,GO:0035556,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0140096,GO:1901564	Non-specific serine threonine protein kinase	Non-specific serine threonine protein kinase
Cluster-2.2296	Cluster-3554.32090	-3.66171893788106	None	None	Putative GH3 family protein	Putative GH3 family protein
Cluster-2.30565	Cluster-5919.0	5.01007218221937	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0006457,GO:0006464,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010286,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0033554,GO:0034605,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0061077,GO:0070370,GO:0071704,GO:0097159,GO:0140096,GO:1901363,GO:1901564	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0006457,GO:0006464,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010286,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0033554,GO:0034605,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0061077,GO:0070370,GO:0071704,GO:0097159,GO:0140096,GO:1901363,GO:1901564	Peptidyl-prolyl cis-trans isomerase	Peptidyl-prolyl cis-trans isomerase
Cluster-2.56522	Cluster-3554.39259	-4.11108373147805	GO:0016021, GO:0004722, GO:0046872, GO:0006470	None	Putative protein-serine/threonine phosphatase	phosphatase 2C
Cluster-2.60176	Cluster-8045.4	4.18997520165985	GO:0005634, GO:0005737	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464	hypothetical protein	U-box domain-containing protein
Cluster-2.28828	Cluster-3554.19374	-3.06196783837392	GO:0005737, GO:0004784, GO:0005507, GO:0008270, GO:0019430, GO:0055114	GO:0005737, GO:0004784, GO:0005507, GO:0008270, GO:0019430, GO:0055114	Superoxide dismutase [Cu-Zn]	Superoxide dismutase [Cu-Zn]
Cluster-2.59330	Cluster-3554.18889	-4.18888001718444	GO:0000166,GO:0003674,GO:0003824,GO:0004029,GO:0004031,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006066,GO:0006082,GO:0006629,GO:0006714,GO:0006720,GO:0006721,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009687,GO:0009688,GO:0009850,GO:0009851,GO:0009987,GO:0010293,GO:0010817,GO:0016053,GO:0016106,GO:0016114,GO:0016143,GO:0016491,GO:0016620,GO:0016623,GO:0016903,GO:0018479,GO:0018488,GO:0019748,GO:0019752,GO:0019757,GO:0019760,GO:0019899,GO:0031625,GO:0032787,GO:0036094,GO:0042445,GO:0042446,GO:0043167,GO:0043168,GO:0043288,GO:0043289,GO:0043436,GO:0043546,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044389,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0046394,GO:0048037,GO:0050302,GO:0050660,GO:0050662,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0071949,GO:0072330,GO:0097159,GO:1901135,GO:1901265,GO:1901363,GO:1901564,GO:1901576,GO:1901615,GO:1901617,GO:1901657,GO:1902644,GO:1902645	GO:0005829, GO:0004854, GO:0005506, GO:0009055, GO:0010293, GO:0016614, GO:0050660, GO:0051537, GO:0009115, GO:0055114	aldehyde oxidase	Putative oxidoreductase
Cluster-2.48302	Cluster-3554.30363	-4.44792784877384	GO:0000003,GO:0001101,GO:0003002,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004888,GO:0005034,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0007275,GO:0007389,GO:0008150,GO:0008152,GO:0009414,GO:0009415,GO:0009628,GO:0009791,GO:0009927,GO:0009987,GO:0010035,GO:0010154,GO:0010375,GO:0010431,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0021700,GO:0022414,GO:0023052,GO:0032501,GO:0032502,GO:0032504,GO:0036211,GO:0038023,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0048316,GO:0048608,GO:0048609,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0061458,GO:0065007,GO:0071695,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901700	GO:0000003,GO:0001101,GO:0003002,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004888,GO:0005034,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0007275,GO:0007389,GO:0008150,GO:0008152,GO:0009414,GO:0009415,GO:0009628,GO:0009791,GO:0009927,GO:0009987,GO:0010035,GO:0010154,GO:0010375,GO:0010431,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0021700,GO:0022414,GO:0023052,GO:0032501,GO:0032502,GO:0032504,GO:0036211,GO:0038023,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0048316,GO:0048608,GO:0048609,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0061458,GO:0065007,GO:0071695,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901700	Histidine kinase	Histidine kinase
Cluster-2.22688	Cluster-3554.20421	-3.65406517592792	None	None	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
Cluster-12799.0	Cluster-3554.44995	-4.633097314767	None	None	ATP-dependent Clp protease ATP-binding subunit	ATP-dependent Clp protease ATP-binding subunit
Cluster-2.30591	Cluster-3554.28531	-4.44882084092135	None	None	alpha-amylase	alpha-amylase
Cluster-2.43287	Cluster-3554.38238	-6.37239608346953	None	GO:0016021, GO:0046872, GO:0009878	hypothetical protein	Putative Late nodulin
Cluster-2.15689	Cluster-3554.22641	-2.50922763276083	None	None	None	None
Cluster-2.34324	Cluster-3554.27802	-2.62497958124336	GO:0000003,GO:0000902,GO:0000904,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0006810,GO:0006839,GO:0006915,GO:0006928,GO:0006996,GO:0007005,GO:0007006,GO:0007017,GO:0007018,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008219,GO:0008637,GO:0009653,GO:0009790,GO:0009791,GO:0009793,GO:0009826,GO:0009856,GO:0009860,GO:0009932,GO:0009987,GO:0010154,GO:0010970,GO:0012501,GO:0016020,GO:0016021,GO:0016043,GO:0016049,GO:0019725,GO:0019867,GO:0022414,GO:0023052,GO:0030154,GO:0030705,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031306,GO:0031307,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0032501,GO:0032502,GO:0032592,GO:0032989,GO:0034643,GO:0035794,GO:0040007,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0044706,GO:0046902,GO:0046907,GO:0047497,GO:0048316,GO:0048468,GO:0048588,GO:0048589,GO:0048608,GO:0048731,GO:0048856,GO:0048868,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051646,GO:0051649,GO:0051654,GO:0051656,GO:0051704,GO:0051716,GO:0060560,GO:0061024,GO:0061458,GO:0065007,GO:0065008,GO:0071840,GO:0072384,GO:0090559,GO:0097190,GO:0097345,GO:0098573,GO:0098588,GO:0098805,GO:0099111,GO:1902108,GO:1902110,GO:1902686,GO:1905710	GO:0000003,GO:0000902,GO:0000904,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0006810,GO:0006839,GO:0006915,GO:0006928,GO:0006996,GO:0007005,GO:0007006,GO:0007017,GO:0007018,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008219,GO:0008637,GO:0009653,GO:0009790,GO:0009791,GO:0009793,GO:0009826,GO:0009856,GO:0009860,GO:0009932,GO:0009987,GO:0010154,GO:0010970,GO:0012501,GO:0016020,GO:0016021,GO:0016043,GO:0016049,GO:0019725,GO:0019867,GO:0022414,GO:0023052,GO:0030154,GO:0030705,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031306,GO:0031307,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0032501,GO:0032502,GO:0032592,GO:0032989,GO:0034643,GO:0035794,GO:0040007,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0044706,GO:0046902,GO:0046907,GO:0047497,GO:0048316,GO:0048468,GO:0048588,GO:0048589,GO:0048608,GO:0048731,GO:0048856,GO:0048868,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051646,GO:0051649,GO:0051654,GO:0051656,GO:0051704,GO:0051716,GO:0060560,GO:0061024,GO:0061458,GO:0065007,GO:0065008,GO:0071840,GO:0072384,GO:0090559,GO:0097190,GO:0097345,GO:0098573,GO:0098588,GO:0098805,GO:0099111,GO:1902108,GO:1902110,GO:1902686,GO:1905710	mitochondrial Rho GTPase	mitochondrial Rho GTPase
Cluster-2.15557	Cluster-2002.0	3.30351611155112	None	None	Putative brevis radix (BRX) domain-containing protein	Putative brevis radix (BRX) domain-containing protein
Cluster-2.46605	Cluster-3554.28234	2.57346688220216	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	None	Tropinone reductase	Tropinone reductase
Cluster-2.52562	Cluster-3554.15022	-5.96000029805753	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0006873,GO:0008081,GO:0008150,GO:0008152,GO:0008889,GO:0009056,GO:0009395,GO:0009536,GO:0009987,GO:0016042,GO:0016787,GO:0016788,GO:0019637,GO:0019725,GO:0030002,GO:0030320,GO:0030643,GO:0042578,GO:0042592,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046475,GO:0046486,GO:0046503,GO:0046872,GO:0047389,GO:0048878,GO:0050801,GO:0055062,GO:0055081,GO:0055082,GO:0055083,GO:0065007,GO:0065008,GO:0071704,GO:0072501,GO:0072502,GO:0072505,GO:0072506,GO:0098771,GO:1901575	GO:0009536, GO:0000287, GO:0008889, GO:0047395, GO:0030643, GO:0046475	glycerophosphodiester phosphodiesterase	Putative glycerophosphodiester phosphodiesterase
Cluster-2.26203	Cluster-3554.19821	4.38248030822572	None	None	Embryo-specific protein 3, (ATS3)	None
Cluster-2.48037	Cluster-3554.18646	-2.53920948095399	None	None	Minor allergen Alt a	Minor allergen Alt a
Cluster-12542.0	Cluster-3523.0	4.69348920777243	GO:0003676, GO:0004519, GO:0006308, GO:0090305	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016788,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575	Putative nuclease S(1)	endonuclease
Cluster-2.31805	Cluster-14625.0	-2.9967706961218	GO:0046872	GO:0046872	Putative transcription factor C2H2 family	Putative transcription factor C2H2 family
Cluster-2.21045	Cluster-3554.23314	-6.02033528302256	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006351,GO:0006366,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0030154,GO:0032502,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0048869,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576	GO:0016020, GO:0046872, GO:0009878	Late_nodulin_protein	Putative Late nodulin
Cluster-2.51272	Cluster-3554.35248	5.04653715441678	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006855,GO:0008150,GO:0009605,GO:0009607,GO:0009624,GO:0015238,GO:0015893,GO:0016020,GO:0022857,GO:0031090,GO:0042221,GO:0042493,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0055085,GO:0098588,GO:0098805	None	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	None
Cluster-87.0	Cluster-3554.42651	-4.24947457445298	GO:0005737, GO:0000166, GO:0003723	GO:0005737, GO:0000166, GO:0003723	Putative polyadenylate binding protein	Putative polyadenylate binding protein
Cluster-2.25933	Cluster-3554.8540	3.95128175093428	None	None	Mitochondrial protein	transposition, RNA-mediated
Cluster-2.10819	Cluster-8043.0	-4.33840649780423	None	GO:0012505, GO:0016021, GO:0031201, GO:0000149, GO:0005484, GO:0006886, GO:0006906, GO:0048278	Syntaxin-22-like	hypothetical protein
Cluster-2.48689	Cluster-3554.18185	-2.92249809734884	GO:0006952	None	Putative knottin, scorpion toxin	None
Cluster-2.52823	Cluster-3554.42592	-4.19047981967769	GO:0000325,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0008150,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031090,GO:0042623,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0098588,GO:0098805	GO:0000325,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0008150,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031090,GO:0042623,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0098588,GO:0098805	ABC transporter C family member	ABC transporter C family member
Cluster-2.16308	Cluster-3554.30603	5.37938214321976	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0070180,GO:0097159,GO:1901363,GO:1990904	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0070180,GO:0097159,GO:1901363,GO:1990904	Belongs to the universal ribosomal protein uL14 family	Belongs to the universal ribosomal protein uL14 family
Cluster-2.58349	Cluster-3554.42640	3.68353850934927	GO:0016021, GO:0004674, GO:0005515, GO:0005524, GO:0006468, GO:0007165	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018107,GO:0018193,GO:0018209,GO:0018210,GO:0019538,GO:0023052,GO:0035556,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0140096,GO:1901564	Putative protein kinase CAMK-CAMKL-CHK1 family	Non-specific serine threonine protein kinase
Cluster-2.46942	Cluster-3554.19447	-3.70234848765575	None	GO:0005968, GO:0016021, GO:0004663, GO:0018344	None	Putative protein geranylgeranyltransferase type II
Cluster-1843.0	Cluster-3554.26397	-6.06865291684361	GO:0016621, GO:0045552, GO:0050662, GO:0055114	None	Putative cinnamoyl-CoA reductase	Cinnamoyl-CoA reductase
