alfalfa_id	clover_id	log2foldchange	alfalfa_GO	clover_GO	alfalfa_functional_prediction	clover_functional_prediction
Cluster-2.36262	Cluster-3554.3609	-6.06045852179719	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009507,GO:0009536,GO:0009987,GO:0010035,GO:0010038,GO:0010467,GO:0016070,GO:0016597,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0042221,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046686,GO:0050896,GO:0071704,GO:0090304,GO:0097159,GO:0140098,GO:0140101,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	GO:0005739, GO:0005829, GO:0009507, GO:0000049, GO:0004813, GO:0005524, GO:0008270, GO:0016597, GO:0006400, GO:0070143	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged tRNA(Ala) via its editing domain	Putative alanine--tRNA ligase
Cluster-2.3918	Cluster-3554.27399	-6.59270707167214	GO:0000932,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006417,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0010608,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032268,GO:0032991,GO:0034248,GO:0035770,GO:0036464,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043484,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1990904,GO:2000112	GO:0000932,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006417,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0010608,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032268,GO:0032991,GO:0034248,GO:0035770,GO:0036464,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043484,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1990904,GO:2000112	Polypyrimidine tract-binding protein homolog	Polypyrimidine tract-binding protein homolog
Cluster-2.46492	Cluster-3554.22628	-6.24250890529589	GO:0043231, GO:0080043, GO:0080044, GO:0009813, GO:0052696	GO:0043231, GO:0080043, GO:0080044, GO:0009813, GO:0052696	Putative flavonol 3-O-glucosyltransferase	Putative flavonol 3-O-glucosyltransferase
Cluster-2.35145	Cluster-3554.18486	-5.33338040095509	None	None	None	hypothetical protein
Cluster-9681.0	Cluster-3554.22937	-8.18176222835375	None	None	None	Putative Late nodulin
Cluster-2.23359	Cluster-3554.19484	-5.40816885161392	None	None	Putative GRAM domain, PH domain-containing protein	Putative GRAM domain, PH domain-containing protein
Cluster-2.31045	Cluster-3554.28259	-6.6675954556058	None	GO:0005507, GO:0008131, GO:0048038, GO:0009308, GO:0055114	None	Putative primary-amine oxidase
Cluster-2.61206	Cluster-3554.29173	-7.00446240830045	None	None	None	None
Cluster-7935.0	Cluster-3554.31047	-7.53613224921259	GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005365,GO:0005366,GO:0005402,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015166,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0015791,GO:0015798,GO:0015850,GO:0016020,GO:0022804,GO:0022857,GO:0022890,GO:0023052,GO:0034219,GO:0034220,GO:0042995,GO:0044464,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090406,GO:0098655,GO:0098660,GO:0098662,GO:0120025,GO:1901618,GO:1902600,GO:1904659	GO:0005887, GO:0005351, GO:0005355, GO:0015992, GO:0046323, GO:1904659	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	Putative major facilitator, sugar transporter, major facilitator superfamily
Cluster-2.59875	Cluster-3554.38575	-5.65700035492008	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008104,GO:0008150,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009657,GO:0009658,GO:0009987,GO:0016020,GO:0016043,GO:0031976,GO:0031984,GO:0033036,GO:0033365,GO:0034357,GO:0034613,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051641,GO:0055035,GO:0070727,GO:0071840,GO:0072598	GO:0009535, GO:0016021, GO:0009658, GO:0051205	ALBINO3-like protein 1, chloroplastic	Putative membrane insertase OXA1/ALB3/YidC, membrane insertase YidC/Oxa1
Cluster-2.1522	Cluster-3554.14211	-6.32396482897837	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0005488,GO:0006139,GO:0006378,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010628,GO:0016070,GO:0016071,GO:0016073,GO:0016074,GO:0016180,GO:0016740,GO:0016772,GO:0016779,GO:0019219,GO:0019222,GO:0031123,GO:0031124,GO:0031126,GO:0031323,GO:0031325,GO:0034470,GO:0034641,GO:0034660,GO:0043144,GO:0043170,GO:0043628,GO:0043629,GO:0043631,GO:0044237,GO:0044238,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050265,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060147,GO:0060148,GO:0060255,GO:0060964,GO:0060966,GO:0060968,GO:0065007,GO:0070569,GO:0070920,GO:0071050,GO:0071076,GO:0071704,GO:0080090,GO:0090065,GO:0090304,GO:0097159,GO:0140098,GO:1900368,GO:1900370,GO:1901360,GO:1901363,GO:1903705	GO:0050265	Poly(A) RNA polymerase	Putative polynucleotide adenylyltransferase
Cluster-2.18601	Cluster-3554.19962	-6.58722706160025	None	GO:0005634, GO:0003677, GO:0006351, GO:0006355	None	Putative transcription factor B3-Domain family
Cluster-2.34205	Cluster-3554.22977	-6.22039705731799	None	GO:0005622, GO:0005525, GO:0007264	Belongs to the small GTPase superfamily. Arf family	Putative small GTPase superfamily, ARF/SAR type, P-loop containing nucleoside triphosphate hydrolase
Cluster-2.51717	Cluster-3554.40669	-5.18330757709732	GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0019538,GO:0022411,GO:0032984,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576	GO:0005737, GO:0016149, GO:0006415	eukaryotic peptide chain release factor subunit	Putative 50S ribosomal protein L30e
Cluster-7869.1	Cluster-3554.30408	-5.46644534580968	None	GO:0016021, GO:0004674, GO:0005524, GO:0006468	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	Putative protein kinase RLK-Pelle-LRR-XII-1 family
Cluster-2.43875	Cluster-3554.13868	-5.39375823561024	None	None	None	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
Cluster-2.57170	Cluster-3554.19956	-6.0088956206388	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005911,GO:0006810,GO:0008150,GO:0009506,GO:0009914,GO:0009926,GO:0009966,GO:0010315,GO:0010329,GO:0010540,GO:0010646,GO:0010817,GO:0010928,GO:0015562,GO:0016020,GO:0022857,GO:0023051,GO:0030054,GO:0044464,GO:0048583,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0055044,GO:0055085,GO:0060918,GO:0065007,GO:0065008,GO:0071944,GO:0080161	GO:0016021, GO:0005524, GO:0042626, GO:0055085	ABC transporter B family member	Putative xenobiotic-transporting ATPase
Cluster-2.26495	Cluster-3554.27997	-5.56876702232157	None	GO:0005829, GO:0004066, GO:0005524, GO:0042803, GO:0006541, GO:0009646, GO:0070981	None	Putative asparagine synthase (glutamine-hydrolyzing)
Cluster-8292.1	Cluster-3554.28403	-7.35282860281362	GO:0002831,GO:0002832,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0010033,GO:0010037,GO:0016787,GO:0017171,GO:0019538,GO:0030312,GO:0031347,GO:0031348,GO:0032101,GO:0032102,GO:0042221,GO:0042493,GO:0043170,GO:0043900,GO:0043901,GO:0044238,GO:0044464,GO:0048046,GO:0048519,GO:0048580,GO:0048581,GO:0048583,GO:0048585,GO:0050789,GO:0050793,GO:0050896,GO:0051093,GO:0051239,GO:0051241,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0072347,GO:0080134,GO:0140096,GO:1900424,GO:1900425,GO:1901564,GO:1901700,GO:2000026,GO:2000038,GO:2000122	GO:0005618, GO:0004252, GO:0006508	subtilisin-like	Putative tripeptidyl-peptidase II
Cluster-2.50495	Cluster-3554.16088	-12.5958831876086	GO:0010385, GO:0006266, GO:0006303, GO:0080111, GO:1901969, GO:1901972	GO:0046872, GO:0009878	Late_nodulin_protein	Putative Late nodulin
Cluster-2.13807	Cluster-3554.22990	-6.06581763596579	None	GO:0005737, GO:0005524, GO:0016874, GO:0031625, GO:0061630, GO:0006511, GO:0016567	Belongs to the ubiquitin-conjugating enzyme family	Putative aminoacyltransferase, E1 ubiquitin-activating enzyme
Cluster-7712.10	Cluster-3554.32471	-5.08569333284343	GO:0003674,GO:0003824,GO:0004497,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009058,GO:0009719,GO:0009725,GO:0009735,GO:0009741,GO:0009742,GO:0009755,GO:0009850,GO:0009851,GO:0009889,GO:0009987,GO:0010033,GO:0010600,GO:0010817,GO:0014070,GO:0016491,GO:0016705,GO:0016709,GO:0019222,GO:0023052,GO:0031323,GO:0031326,GO:0032350,GO:0032870,GO:0033993,GO:0042221,GO:0042445,GO:0042446,GO:0043401,GO:0044237,GO:0044249,GO:0046885,GO:0048545,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071367,GO:0071383,GO:0071396,GO:0071407,GO:0071495,GO:0090354,GO:0103075,GO:1901700,GO:1901701	GO:0004499, GO:0050660, GO:0050661, GO:0055114	monooxygenase	Putative indole-3-pyruvate monooxygenase
Cluster-9404.0	Cluster-4814.0	-6.16577093700111	GO:0005739, GO:0009570, GO:0046872, GO:0051537, GO:0010150, GO:0055072, GO:0072593	GO:0005739, GO:0009570, GO:0046872, GO:0051537, GO:0010150, GO:0055072, GO:0072593	Putative Iron sulfur-containing domain, CDGSH-type	Putative Iron sulfur-containing domain, CDGSH-type
Cluster-2.12460	Cluster-3554.22815	-10.5883933722911	GO:0016021	GO:0046872, GO:0009878	Late_nodulin_protein	Late_nodulin_protein
Cluster-2.60588	Cluster-3554.22126	-7.14080030951328	None	GO:0016021, GO:0046872, GO:0009878	None	Putative Late nodulin
Cluster-2.2963	Cluster-3554.23329	-5.24044940508447	None	None	Retrotransposon gag protein	DNA RNA polymerases superfamily protein
Cluster-2.1339	Cluster-3554.4719	-5.66178115124919	None	None	None	Putative pentatricopeptide
Cluster-2.14250	Cluster-3554.25225	-6.12887341235411	None	GO:0005737, GO:0046914, GO:0030001, GO:0046916	None	Putative heavy metal-associated domain, HMA
Cluster-2.59029	Cluster-3554.28436	-6.86664600358621	None	GO:0005739, GO:0005829, GO:0005960, GO:0004375, GO:0016594, GO:0019464, GO:0055114	None	Glycine dehydrogenase (decarboxylating)
Cluster-8292.0	Cluster-3554.28403	-5.96853391374656	GO:0005618, GO:0004252, GO:0006508	GO:0005618, GO:0004252, GO:0006508	Putative tripeptidyl-peptidase II	Putative tripeptidyl-peptidase II
Cluster-2.60539	Cluster-3554.28600	-12.3607316307943	None	None	None	hypothetical protein
Cluster-2.54452	Cluster-3554.42290	-6.31136576213062	GO:0000245,GO:0000354,GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005682,GO:0005911,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0008380,GO:0009506,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022607,GO:0022613,GO:0022618,GO:0030054,GO:0030532,GO:0031974,GO:0031981,GO:0032991,GO:0034622,GO:0034641,GO:0042623,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0046540,GO:0055044,GO:0065003,GO:0070013,GO:0070035,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097525,GO:0097526,GO:0120114,GO:0140098,GO:1901360,GO:1902494,GO:1990904	GO:0019013, GO:0030529, GO:0003676, GO:0004386, GO:0005524	U5 small nuclear ribonucleoprotein 200 kDa	Putative RNA helicase
Cluster-2.58736	Cluster-3554.20919	-5.61410216141132	GO:0000003,GO:0000375,GO:0000377,GO:0000398,GO:0001709,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0007154,GO:0007267,GO:0007275,GO:0007276,GO:0007292,GO:0008150,GO:0008152,GO:0008380,GO:0009553,GO:0009560,GO:0009561,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016604,GO:0016607,GO:0017069,GO:0017070,GO:0019953,GO:0022412,GO:0022414,GO:0023052,GO:0030154,GO:0030312,GO:0030532,GO:0030621,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044703,GO:0045165,GO:0046483,GO:0046540,GO:0048229,GO:0048609,GO:0048856,GO:0048869,GO:0051704,GO:0070013,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1901363,GO:1990904	GO:0019013, GO:0046540, GO:0004402, GO:0017070, GO:0030621, GO:0000398, GO:0016573	U4 U6 small nuclear ribonucleoprotein	Putative transcription factor WD40-like family
Cluster-2.1910	Cluster-3554.21260	-6.89721558752325	None	GO:0016020, GO:0016798, GO:0005975	None	Putative glycosidase
Cluster-2.56574	Cluster-3554.15736	-5.5630172061892	None	None	Calcium-binding EF hand family protein	Calcium-binding EF hand family protein
Cluster-2.11540	Cluster-3554.44391	-5.18303881121888	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464	GO:0004315, GO:0033818, GO:0006633	3-oxoacyl- acyl-carrier-protein synthase	Putative beta-ketoacyl-[acyl-carrier-protein] synthase III
Cluster-2.41053	Cluster-3554.30546	-5.84697817872784	None	None	None	None
Cluster-2.34190	Cluster-3554.38745	-5.60669061253425	None	GO:0031359, GO:0005515, GO:0050566, GO:0015031	None	Translocon at the outer membrane of chloroplasts 64
Cluster-2.35385	Cluster-3554.18873	-12.037986437272	None	None	None	None
Cluster-2.42870	Cluster-3554.43861	-8.02331547006533	None	None	None	None
Cluster-1140.0	Cluster-3554.21236	-5.13120921869436	None	GO:0000166, GO:0035614, GO:0000398	None	Putative nucleotide-binding alpha-beta plait domain-containing protein
Cluster-2.40028	Cluster-3554.44147	-7.13152131683132	None	GO:0016021	Sulfite exporter TauE/SafE	Putative transmembrane protein TauE
Cluster-2.6771	Cluster-3554.45202	-7.09332664095692	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0008150,GO:0008374,GO:0009987,GO:0012505,GO:0016407,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071554	GO:0005794, GO:0016021, GO:0016413, GO:0071554	protein trichome birefringence-like 19	Putative PMR5 domain, PC-Esterase
Cluster-2.14786	Cluster-3554.43392	-5.63866676509471	None	GO:0005524	ELM2 domain-containing protein	hypothetical protein
Cluster-10545.0	Cluster-3554.35296	-7.73047952859368	GO:0002682,GO:0002684,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005886,GO:0008150,GO:0009605,GO:0009607,GO:0012505,GO:0016020,GO:0031347,GO:0031349,GO:0031974,GO:0032991,GO:0034663,GO:0035821,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044003,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045088,GO:0045089,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052033,GO:0052166,GO:0052167,GO:0052169,GO:0052173,GO:0052200,GO:0052255,GO:0052257,GO:0052305,GO:0052306,GO:0052308,GO:0052509,GO:0052510,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0065007,GO:0070013,GO:0071944,GO:0075136,GO:0080134	GO:0051082, GO:0006457	DnaJ homolog subfamily B member	Putative terminal organelle assembly protein TopJ
Cluster-2.49863	Cluster-3554.37052	-5.25441859137566	None	None	hypothetical protein	hypothetical protein
Cluster-5440.0	Cluster-3554.6884	-5.74770384308812	None	GO:0005887, GO:0008515, GO:0015770	Sucrose transport protein	Putative sucrose/H+ symporter, plant, major facilitator superfamily domain-containing protein
Cluster-2.40786	Cluster-3554.24305	-5.60924267256866	None	GO:0016021, GO:0046872, GO:0009878	None	Putative Late nodulin
Cluster-2.2729	Cluster-3554.42323	-6.07410777289972	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004069,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009095,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010154,GO:0016053,GO:0016740,GO:0016769,GO:0019438,GO:0019752,GO:0022414,GO:0032501,GO:0032502,GO:0033853,GO:0033854,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0061458,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	GO:0008483, GO:0030170, GO:0009058	Bifunctional aspartate aminotransferase and glutamate aspartate-prephenate	Putative transaminase
Cluster-8357.2	Cluster-3554.14108	-6.03898822340503	GO:0043231, GO:0080043, GO:0080044, GO:0009813, GO:0052696	GO:0043231, GO:0080043, GO:0080044, GO:0009813, GO:0052696	Putative UDP-glucuronosyl/UDP-glucosyltransferase	Putative UDP-glucuronosyl/UDP-glucosyltransferase
Cluster-2.18504	Cluster-3554.18700	-11.8784920856179	GO:0005887, GO:0005351, GO:0005355, GO:0032440, GO:0015992, GO:0046323, GO:0055114, GO:1904659	GO:0003700, GO:0016740, GO:0043565, GO:0006355	Late_nodulin_protein	Late_nodulin_protein
Cluster-8388.0	Cluster-3554.31613	-5.8680268370455	None	None	None	Reverse_transcriptase-like
Cluster-2.36146	Cluster-3554.30874	-5.17764406309625	None	GO:0003677, GO:0046983	None	Putative transcription factor bHLH family
Cluster-2.43287	Cluster-3554.38238	-6.37239608346953	None	GO:0016021, GO:0046872, GO:0009878	hypothetical protein	Putative Late nodulin
Cluster-2.52562	Cluster-3554.15022	-5.96000029805753	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0006873,GO:0008081,GO:0008150,GO:0008152,GO:0008889,GO:0009056,GO:0009395,GO:0009536,GO:0009987,GO:0016042,GO:0016787,GO:0016788,GO:0019637,GO:0019725,GO:0030002,GO:0030320,GO:0030643,GO:0042578,GO:0042592,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046475,GO:0046486,GO:0046503,GO:0046872,GO:0047389,GO:0048878,GO:0050801,GO:0055062,GO:0055081,GO:0055082,GO:0055083,GO:0065007,GO:0065008,GO:0071704,GO:0072501,GO:0072502,GO:0072505,GO:0072506,GO:0098771,GO:1901575	GO:0009536, GO:0000287, GO:0008889, GO:0047395, GO:0030643, GO:0046475	glycerophosphodiester phosphodiesterase	Putative glycerophosphodiester phosphodiesterase
Cluster-2.21045	Cluster-3554.23314	-6.02033528302256	GO:0003674,GO:0003712,GO:0003713,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005815,GO:0005856,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010556,GO:0010557,GO:0010604,GO:0015630,GO:0016070,GO:0016604,GO:0016607,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044446,GO:0044451,GO:0044464,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:2001141	GO:0016020, GO:0046872, GO:0009878	Late_nodulin_protein	Putative Late nodulin
Cluster-1843.0	Cluster-3554.26397	-6.06865291684361	GO:0016621, GO:0045552, GO:0050662, GO:0055114	None	Putative cinnamoyl-CoA reductase	Cinnamoyl-CoA reductase
Cluster-2.24292	Cluster-3554.13547	-7.40543850067322	None	None	None	Putative F-box domain, leucine-rich repeat domain, L domain-containing protein
Cluster-2.62593	Cluster-3554.30879	-5.18593409991591	GO:0000322,GO:0000325,GO:0000326,GO:0003674,GO:0005215,GO:0005275,GO:0005372,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005794,GO:0005886,GO:0005887,GO:0005911,GO:0006810,GO:0006811,GO:0006812,GO:0006833,GO:0008150,GO:0008324,GO:0008519,GO:0009505,GO:0009506,GO:0009507,GO:0009526,GO:0009536,GO:0009705,GO:0009941,GO:0012505,GO:0015075,GO:0015101,GO:0015200,GO:0015250,GO:0015267,GO:0015318,GO:0015695,GO:0015696,GO:0015837,GO:0015843,GO:0016020,GO:0016021,GO:0019755,GO:0022803,GO:0022838,GO:0022857,GO:0030054,GO:0030312,GO:0031090,GO:0031224,GO:0031226,GO:0031967,GO:0031975,GO:0034220,GO:0042044,GO:0042802,GO:0042807,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055044,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072488,GO:0072489,GO:0098588,GO:0098655,GO:0098805	GO:0000326, GO:0005794, GO:0005887, GO:0009505, GO:0009506, GO:0009705, GO:0009941, GO:0042807, GO:0015200, GO:0015250, GO:0015254, GO:0006833, GO:0009992, GO:0015793, GO:0072489	Belongs to the MIP aquaporin (TC 1.A.8) family	Putative major intrinsic protein
