alfalfa_id	clover_id	log2foldchange	alfalfa_GO	clover_GO	alfalfa_functional_prediction	clover_functional_prediction
Cluster-2.31340	Cluster-3554.45201	5.90687938884304	GO:0000902,GO:0002682,GO:0002684,GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005794,GO:0006950,GO:0006952,GO:0006970,GO:0008150,GO:0008152,GO:0009314,GO:0009416,GO:0009505,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009628,GO:0009636,GO:0009651,GO:0009653,GO:0009719,GO:0009725,GO:0009735,GO:0009826,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010043,GO:0012505,GO:0016020,GO:0016043,GO:0016049,GO:0016209,GO:0016491,GO:0016684,GO:0030312,GO:0031090,GO:0031347,GO:0031349,GO:0032502,GO:0032989,GO:0035821,GO:0040007,GO:0040008,GO:0042221,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044003,GO:0044237,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045088,GO:0045089,GO:0045926,GO:0048046,GO:0048518,GO:0048519,GO:0048583,GO:0048584,GO:0048589,GO:0048856,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050832,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051817,GO:0052031,GO:0052033,GO:0052166,GO:0052167,GO:0052169,GO:0052173,GO:0052200,GO:0052255,GO:0052257,GO:0052305,GO:0052306,GO:0052308,GO:0052509,GO:0052510,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0055114,GO:0060560,GO:0065007,GO:0070887,GO:0071840,GO:0071944,GO:0072593,GO:0075136,GO:0080134,GO:0097237,GO:0098542,GO:0098588,GO:0098754,GO:0098805,GO:0098869,GO:1990748	GO:0000902,GO:0002682,GO:0002684,GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005794,GO:0006950,GO:0006952,GO:0006970,GO:0008150,GO:0008152,GO:0009314,GO:0009416,GO:0009505,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009628,GO:0009636,GO:0009651,GO:0009653,GO:0009719,GO:0009725,GO:0009735,GO:0009826,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010043,GO:0012505,GO:0016020,GO:0016043,GO:0016049,GO:0016209,GO:0016491,GO:0016684,GO:0030312,GO:0031090,GO:0031347,GO:0031349,GO:0032502,GO:0032989,GO:0035821,GO:0040007,GO:0040008,GO:0042221,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044003,GO:0044237,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045088,GO:0045089,GO:0045926,GO:0048046,GO:0048518,GO:0048519,GO:0048583,GO:0048584,GO:0048589,GO:0048856,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050832,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051817,GO:0052031,GO:0052033,GO:0052166,GO:0052167,GO:0052169,GO:0052173,GO:0052200,GO:0052255,GO:0052257,GO:0052305,GO:0052306,GO:0052308,GO:0052509,GO:0052510,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0055114,GO:0060560,GO:0065007,GO:0070887,GO:0071840,GO:0071944,GO:0072593,GO:0075136,GO:0080134,GO:0097237,GO:0098542,GO:0098588,GO:0098754,GO:0098805,GO:0098869,GO:1990748	Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress	Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress
Cluster-2.48843	Cluster-1397.0	5.40480754796859	GO:0004553, GO:0005975	GO:0004553, GO:0005975	Putative chitinase	Putative chitinase
Cluster-2.59194	Cluster-13472.0	6.29904705427458	GO:0003676	GO:0003676	Putative ribonuclease H-like domain-containing protein	Putative ribonuclease H-like domain-containing protein
Cluster-2.40639	Cluster-11008.1	5.67715292593991	GO:0043231, GO:0080043, GO:0080044, GO:0009813, GO:0052696	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006725,GO:0006805,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0008194,GO:0009056,GO:0009058,GO:0009410,GO:0009628,GO:0009636,GO:0009651,GO:0009698,GO:0009699,GO:0009808,GO:0009809,GO:0009987,GO:0012505,GO:0016740,GO:0016757,GO:0016758,GO:0019438,GO:0019748,GO:0035251,GO:0042178,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044248,GO:0044249,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0046527,GO:0050896,GO:0051716,GO:0070887,GO:0071466,GO:0071704,GO:0080043,GO:0080044,GO:1901360,GO:1901362,GO:1901576	Putative hydroquinone glucosyltransferase	Belongs to the UDP-glycosyltransferase family
Cluster-2.23935	Cluster-3554.16251	10.176279479714	None	None	None	None
Cluster-2.56723	Cluster-3554.12221	5.51494907361743	GO:0016021, GO:0004674, GO:0004714, GO:0005524, GO:0030246, GO:0018108	GO:0001101,GO:0002229,GO:0002239,GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006952,GO:0007275,GO:0008150,GO:0009555,GO:0009605,GO:0009607,GO:0009617,GO:0009719,GO:0009725,GO:0009751,GO:0010033,GO:0014070,GO:0016020,GO:0032501,GO:0032502,GO:0042221,GO:0042493,GO:0042742,GO:0043207,GO:0044464,GO:0046677,GO:0048229,GO:0048856,GO:0050896,GO:0051704,GO:0051707,GO:0071944,GO:0098542,GO:1901700	Putative protein kinase RLK-Pelle-L-LEC family	Lectin-domain containing receptor kinase
Cluster-2.34575	Cluster-13290.0	5.36362057023266	None	GO:0003964, GO:0006278	zinc-binding in reverse transcriptase	Putative RNA-directed DNA polymerase
Cluster-2.39944	Cluster-3554.23809	5.25456588169889	GO:0046872, GO:0009878	None	Putative Late nodulin	None
Cluster-2.24367	Cluster-3554.16278	5.53488957480967	GO:0016021, GO:0046872, GO:0009878	GO:0016021, GO:0046872, GO:0009878	Putative Late nodulin	Putative Late nodulin
Cluster-9997.0	Cluster-2858.0	6.11152079525803	GO:0008270, GO:0061630, GO:0000209, GO:0042787, GO:0043161	GO:0008270, GO:0061630, GO:0000209, GO:0042787, GO:0043161	hypothetical protein	hypothetical protein
Cluster-2.42182	Cluster-3860.0	5.42481550358814	None	None	receptor-like serine threonine-protein kinase	None
Cluster-2.24170	Cluster-3554.9504	7.13600386186729	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141	None	Belongs to the GRAS family	None
Cluster-2.18305	Cluster-6575.0	5.16610493816268	None	None	hypothetical protein	hypothetical protein
Cluster-2.56604	Cluster-3554.12866	5.50656041371114	None	None	Plant_transposase_(Ptta/En/Spm_family)	hypothetical protein
Cluster-2.51293	Cluster-3554.13789	6.90253202449344	GO:0016592, GO:0003677, GO:0009585, GO:0009867, GO:0009911, GO:0010114, GO:0010218, GO:0031349, GO:0045893, GO:0050832	None	Putative von Willebrand factor, type A	mediator of RNA polymerase II transcription subunit
Cluster-10295.0	Cluster-11744.1	5.19906624712619	None	None	hypothetical protein	hypothetical protein
Cluster-2.51197	Cluster-12993.0	5.27808421965967	None	None	Putative leucine-rich repeat-containing, plant-type, leucine-rich repeat domain, L	Putative leucine-rich repeat-containing, plant-type, leucine-rich repeat domain, L
Cluster-2.46131	Cluster-3554.32676	5.1550567190464	GO:0000156,GO:0000160,GO:0001101,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006950,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0009414,GO:0009415,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009735,GO:0009736,GO:0009755,GO:0009888,GO:0009889,GO:0009966,GO:0009987,GO:0010015,GO:0010033,GO:0010035,GO:0010073,GO:0010074,GO:0010075,GO:0010082,GO:0010380,GO:0010468,GO:0010492,GO:0010556,GO:0010646,GO:0019219,GO:0019222,GO:0019827,GO:0022622,GO:0023051,GO:0023052,GO:0031323,GO:0031326,GO:0031537,GO:0032501,GO:0032502,GO:0032870,GO:0035556,GO:0040008,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048364,GO:0048367,GO:0048507,GO:0048509,GO:0048580,GO:0048583,GO:0048638,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051193,GO:0051239,GO:0051252,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0070887,GO:0071310,GO:0071368,GO:0071495,GO:0080022,GO:0080036,GO:0080050,GO:0080090,GO:0080113,GO:0090056,GO:0098727,GO:0099402,GO:0140110,GO:1901401,GO:1901463,GO:1901700,GO:1903506,GO:1905392,GO:2000026,GO:2000112,GO:2000241,GO:2000280,GO:2001141	GO:0000156,GO:0000160,GO:0001101,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006950,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0009414,GO:0009415,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009735,GO:0009736,GO:0009755,GO:0009888,GO:0009889,GO:0009966,GO:0009987,GO:0010015,GO:0010033,GO:0010035,GO:0010073,GO:0010074,GO:0010075,GO:0010082,GO:0010380,GO:0010468,GO:0010492,GO:0010556,GO:0010646,GO:0019219,GO:0019222,GO:0019827,GO:0022622,GO:0023051,GO:0023052,GO:0031323,GO:0031326,GO:0031537,GO:0032501,GO:0032502,GO:0032870,GO:0035556,GO:0040008,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048364,GO:0048367,GO:0048507,GO:0048509,GO:0048580,GO:0048583,GO:0048638,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051193,GO:0051239,GO:0051252,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0070887,GO:0071310,GO:0071368,GO:0071495,GO:0080022,GO:0080036,GO:0080050,GO:0080090,GO:0080113,GO:0090056,GO:0098727,GO:0099402,GO:0140110,GO:1901401,GO:1901463,GO:1901700,GO:1903506,GO:1905392,GO:2000026,GO:2000112,GO:2000241,GO:2000280,GO:2001141	Transcriptional activator that binds specific DNA sequence	Transcriptional activator that binds specific DNA sequence
Cluster-2.46528	Cluster-3554.24494	6.14819068304872	GO:0005524, GO:0043531, GO:0046872, GO:0006952, GO:0007165, GO:0030001	None	Putative TIR domain, heavy metal-associated domain, HMA, winged helix-turn-helix DNA-binding protein	TMV resistance protein N-like
Cluster-2.17108	Cluster-3554.40959	8.80174325266876	None	None	Belongs to the DEAD box helicase family	None
Cluster-2.46414	Cluster-3554.5600	6.27329374431122	None	None	Putative F-box domain, FBD domain, leucine-rich repeat domain, L domain-containing protein	Putative F-box domain, FBD domain, leucine-rich repeat domain, L domain-containing protein
Cluster-2.24219	Cluster-3554.3527	6.56452176730153	None	None	None	None
Cluster-2.24928	Cluster-3554.44814	7.3542532962396	None	None	Putative harbinger transposase-derived nuclease domain-containing protein	Putative harbinger transposase-derived nuclease domain-containing protein
Cluster-2.36134	Cluster-3554.32599	7.10084163240399	None	None	None	None
Cluster-2.27819	Cluster-3554.25286	6.41717338556822	None	None	None	None
Cluster-2.25418	Cluster-3274.0	6.56390638025563	GO:0004721, GO:0006470	None	Putative protein-serine/threonine phosphatase	None
Cluster-2.24621	Cluster-2372.0	6.94824808308585	None	None	Putative gibberellin regulated protein	Putative gibberellin regulated protein
Cluster-2.20794	Cluster-3554.24565	6.29862564244547	GO:0046872, GO:0009878	None	Putative Late nodulin	None
Cluster-2.30429	Cluster-3554.23999	5.52594221552907	None	GO:0005665, GO:0001055, GO:0003677, GO:0046983, GO:0006366	None	Late_nodulin_protein
